match_id,EndID,TeamID,ShotID,shot_type,Points,pressure_combined
22230015_16_3,5,28,8,Guard/Setup,4,low
22230015_16_3,5,28,16,Draw/Offense,0,low
22230015_16_3,5,28,18,Draw/Offense,4,low
22230015_16_3,5,28,20,Draw/Offense,3,low
22230015_16_3,5,28,22,Takeout,4,low
22230015_16_4,6,16,8,Draw/Offense,4,medium
22230015_16_4,6,16,16,Draw/Offense,3,medium
22230015_16_4,6,16,18,Draw/Offense,4,medium
22230015_16_4,6,16,20,Takeout,4,medium
22230015_16_4,6,16,22,Draw/Offense,4,medium
22230015_16_4,7,34,8,Draw/Offense,3,medium
22230015_16_4,7,34,16,Takeout,4,medium
22230015_16_4,7,34,18,Draw/Offense,4,medium
22230015_16_4,7,34,20,Draw/Offense,4,medium
22230015_16_4,7,34,22,Draw/Offense,4,medium
22230015_16_5,5,23,8,Draw/Offense,4,low
22230015_16_5,5,23,16,Takeout,3,low
22230015_16_5,5,23,18,Draw/Offense,4,low
22230015_16_5,5,23,20,Takeout,2,low
22230015_16_5,5,23,22,Takeout,1,low
22230015_17_1,7,24,8,Draw/Offense,3,very_high
22230015_17_1,7,24,16,Draw/Offense,4,very_high
22230015_17_1,7,24,18,Takeout,2,very_high
22230015_17_1,7,24,20,Draw/Offense,4,very_high
22230015_17_1,7,24,22,Takeout,4,very_high
22230015_17_2,6,14,8,Draw/Offense,4,medium
22230015_17_2,6,14,16,Draw/Offense,1,medium
22230015_17_2,6,14,18,Takeout,4,medium
22230015_17_2,6,14,20,Takeout,4,medium
22230015_17_2,6,14,22,Draw/Offense,0,medium
22230015_17_3,8,25,8,Draw/Offense,4,high
22230015_17_3,8,25,16,Takeout,3,high
22230015_17_3,8,25,18,Takeout,3,high
22230015_17_3,8,25,20,Takeout,4,high
22230015_17_3,8,25,22,Other,-1,high
22230015_17_4,7,36,8,Guard/Setup,4,high
22230015_17_4,7,36,16,Draw/Offense,4,high
22230015_17_4,7,36,18,Takeout,2,high
22230015_17_4,7,36,20,Draw/Offense,3,high
22230015_17_4,7,36,22,Draw/Offense,4,high
22230015_18_1,7,51,8,Draw/Offense,2,high
22230015_18_1,7,51,16,Draw/Offense,4,high
22230015_18_1,7,51,18,Draw/Offense,4,high
22230015_18_1,7,51,20,Draw/Offense,4,high
22230015_18_1,7,51,22,Draw/Offense,4,high
22230015_18_4,6,15,8,Draw/Offense,3,medium
22230015_18_4,6,15,16,Takeout,4,medium
22230015_18_4,6,15,18,Draw/Offense,3,medium
22230015_18_4,6,15,20,Draw/Offense,3,medium
22230015_18_4,6,15,22,Draw/Offense,2,medium
22230015_41_1,4,14,8,Draw/Offense,4,low
22230015_41_1,4,14,16,Draw/Offense,4,low
22230015_41_1,4,14,18,Draw/Offense,4,low
22230015_41_1,4,14,20,Draw/Offense,4,low
22230015_41_1,4,14,22,Draw/Offense,4,low
22230015_45_1,8,22,8,Guard/Setup,4,high
22230015_45_1,8,22,16,Takeout,4,high
22230015_45_1,8,22,18,Takeout,4,high
22230015_45_1,8,22,20,Takeout,4,high
22230015_45_1,8,22,22,Draw/Offense,4,high
22230015_46_2,7,16,8,Draw/Offense,4,very_high
22230015_46_2,7,16,16,Draw/Offense,2,very_high
22230015_46_2,7,16,18,Draw/Offense,2,very_high
22230015_46_2,7,16,20,Draw/Offense,2,very_high
22230015_46_2,7,16,22,Takeout,4,very_high
22230015_48_1,6,10,8,Draw/Offense,3,medium
22230015_48_1,6,10,16,Draw/Offense,2,medium
22230015_48_1,6,10,18,Draw/Offense,2,medium
22230015_48_1,6,10,20,Draw/Offense,4,medium
22230015_48_1,6,10,22,Draw/Offense,4,medium
22230015_49_1,5,16,8,Guard/Setup,1,low
22230015_49_1,5,16,16,Draw/Offense,2,low
22230015_49_1,5,16,18,Draw/Offense,2,low
22230015_49_1,5,16,20,Takeout,2,low
22230015_49_1,5,16,22,Draw/Offense,1,low
22230015_49_1,7,20,8,Guard/Setup,0,medium
22230015_49_1,7,20,16,Takeout,2,medium
22230015_49_1,7,20,18,Draw/Offense,2,medium
22230015_49_1,7,20,20,Takeout,4,medium
22230015_49_1,7,20,22,Takeout,4,medium
23240026_1_2,6,34,8,Draw/Offense,3,medium
23240026_1_2,6,34,16,Draw/Offense,3,medium
23240026_1_2,6,34,18,Draw/Offense,4,medium
23240026_1_2,6,34,20,Takeout,4,medium
23240026_1_2,6,34,22,Draw/Offense,4,medium
23240026_1_3,7,51,8,Draw/Offense,4,medium
23240026_1_3,7,51,16,Takeout,2,medium
23240026_1_3,7,51,18,Takeout,2,medium
23240026_1_3,7,51,20,Takeout,2,medium
23240026_1_3,7,51,22,Takeout,4,medium
23240026_1_4,6,13,8,Draw/Offense,3,medium
23240026_1_4,6,13,16,Draw/Offense,4,medium
23240026_1_4,6,13,18,Guard/Setup,0,medium
23240026_1_4,6,13,20,Takeout,0,medium
23240026_1_4,6,13,22,Draw/Offense,4,medium
23240026_1_4,7,18,8,Guard/Setup,4,high
23240026_1_4,7,18,16,Takeout,3,high
23240026_1_4,7,18,18,Takeout,3,high
23240026_1_4,7,18,20,Takeout,4,high
23240026_1_4,7,18,22,Draw/Offense,4,high
23240026_1_5,7,17,8,Draw/Offense,0,very_high
23240026_1_5,7,17,16,Draw/Offense,3,very_high
23240026_1_5,7,17,18,Draw/Offense,4,very_high
23240026_1_5,7,17,20,Draw/Offense,4,very_high
23240026_1_5,7,17,22,Draw/Offense,4,very_high
23240026_2_2,6,43,8,Takeout,0,medium
23240026_2_2,6,43,16,Guard/Setup,2,medium
23240026_2_2,6,43,18,Takeout,3,medium
23240026_2_2,6,43,20,Draw/Offense,4,medium
23240026_2_2,6,43,22,Draw/Offense,1,medium
23240026_2_2,7,25,8,Guard/Setup,2,medium
23240026_2_2,7,25,16,Draw/Offense,4,medium
23240026_2_2,7,25,18,Draw/Offense,2,medium
23240026_2_2,7,25,20,Draw/Offense,4,medium
23240026_2_2,7,25,22,Draw/Offense,4,medium
23240026_2_3,6,19,8,Draw/Offense,3,medium
23240026_2_3,6,19,16,Takeout,4,medium
23240026_2_3,6,19,18,Takeout,4,medium
23240026_2_3,6,19,20,Takeout,1,medium
23240026_2_3,6,19,22,Draw/Offense,4,medium
23240026_2_3,7,20,8,Draw/Offense,4,very_high
23240026_2_3,7,20,16,Draw/Offense,0,very_high
23240026_2_3,7,20,18,Takeout,4,very_high
23240026_2_3,7,20,20,Guard/Setup,1,very_high
23240026_2_3,7,20,22,Takeout,4,very_high
23240026_2_4,5,30,8,Draw/Offense,0,low
23240026_2_4,5,30,16,Takeout,4,low
23240026_2_4,5,30,18,Takeout,4,low
23240026_2_4,5,30,20,Takeout,4,low
23240026_2_4,5,30,22,Takeout,0,low
23240026_2_5,7,46,8,Draw/Offense,0,very_high
23240026_2_5,7,46,16,Takeout,4,very_high
23240026_2_5,7,46,18,Takeout,2,very_high
23240026_2_5,7,46,20,Draw/Offense,4,very_high
23240026_2_5,7,46,22,Draw/Offense,0,very_high
23240026_3_1,7,18,8,Draw/Offense,3,very_high
23240026_3_1,7,18,16,Takeout,4,very_high
23240026_3_1,7,18,18,Guard/Setup,4,very_high
23240026_3_1,7,18,20,Draw/Offense,0,very_high
23240026_3_1,7,18,22,Draw/Offense,4,very_high
23240026_3_3,5,17,8,Guard/Setup,2,medium
23240026_3_3,5,17,16,Draw/Offense,1,medium
23240026_3_3,5,17,18,Takeout,4,medium
23240026_3_3,5,17,20,Draw/Offense,3,medium
23240026_3_3,5,17,22,Takeout,4,medium
23240026_3_4,7,16,8,Draw/Offense,4,very_high
23240026_3_4,7,16,16,Draw/Offense,4,very_high
23240026_3_4,7,16,18,Draw/Offense,3,very_high
23240026_3_4,7,16,20,Draw/Offense,4,very_high
23240026_3_4,7,16,22,Takeout,0,very_high
23240026_3_5,7,51,8,Draw/Offense,4,high
23240026_3_5,7,51,16,Takeout,4,high
23240026_3_5,7,51,18,Takeout,3,high
23240026_3_5,7,51,20,Takeout,4,high
23240026_3_5,7,51,22,Draw/Offense,4,high
23240026_4_2,4,22,8,Draw/Offense,4,low
23240026_4_2,4,22,16,Takeout,2,low
23240026_4_2,4,22,18,Draw/Offense,1,low
23240026_4_2,4,22,20,Draw/Offense,3,low
23240026_4_2,4,22,22,Draw/Offense,4,low
23240026_4_3,7,44,8,Draw/Offense,4,very_high
23240026_4_3,7,44,16,Takeout,0,very_high
23240026_4_3,7,44,18,Takeout,4,very_high
23240026_4_3,7,44,20,Takeout,4,very_high
23240026_4_3,7,44,22,Takeout,2,very_high
23240026_4_4,6,20,8,Guard/Setup,4,medium
23240026_4_4,6,20,16,Draw/Offense,4,medium
23240026_4_4,6,20,18,Draw/Offense,4,medium
23240026_4_4,6,20,20,Takeout,0,medium
23240026_4_4,6,20,22,Takeout,4,medium
23240026_4_4,7,46,8,Draw/Offense,2,medium
23240026_4_4,7,46,16,Draw/Offense,4,medium
23240026_4_4,7,46,18,Draw/Offense,4,medium
23240026_4_4,7,46,20,Takeout,0,medium
23240026_4_4,7,46,22,Takeout,4,medium
23240026_5_2,6,11,8,Draw/Offense,4,medium
23240026_5_2,6,11,16,Takeout,3,medium
23240026_5_2,6,11,18,Draw/Offense,0,medium
23240026_5_2,6,11,20,Draw/Offense,3,medium
23240026_5_2,6,11,22,Takeout,4,medium
23240026_5_3,7,15,8,Draw/Offense,4,medium
23240026_5_3,7,15,16,Draw/Offense,4,medium
23240026_5_3,7,15,18,Draw/Offense,4,medium
23240026_5_3,7,15,20,Draw/Offense,0,medium
23240026_5_3,7,15,22,Draw/Offense,0,medium
23240026_5_5,5,13,8,Draw/Offense,4,low
23240026_5_5,5,13,16,Guard/Setup,4,low
23240026_5_5,5,13,18,Takeout,4,low
23240026_5_5,5,13,20,Takeout,4,low
23240026_5_5,5,13,22,Draw/Offense,4,low
23240026_6_1,5,20,8,Draw/Offense,3,low
23240026_6_1,5,20,16,Takeout,4,low
23240026_6_1,5,20,18,Draw/Offense,4,low
23240026_6_1,5,20,20,Draw/Offense,4,low
23240026_6_1,5,20,22,Takeout,4,low
23240026_6_1,6,43,8,Draw/Offense,3,medium
23240026_6_1,6,43,16,Takeout,2,medium
23240026_6_1,6,43,18,Takeout,2,medium
23240026_6_1,6,43,20,Draw/Offense,3,medium
23240026_6_1,6,43,22,Takeout,4,medium
23240026_6_2,7,46,8,Draw/Offense,4,very_high
23240026_6_2,7,46,16,Guard/Setup,4,very_high
23240026_6_2,7,46,18,Takeout,4,very_high
23240026_6_2,7,46,20,Takeout,3,very_high
23240026_6_2,7,46,22,Takeout,0,very_high
23240026_6_4,6,44,8,Draw/Offense,3,medium
23240026_6_4,6,44,16,Guard/Setup,2,medium
23240026_6_4,6,44,18,Draw/Offense,3,medium
23240026_6_4,6,44,20,Takeout,4,medium
23240026_6_4,6,44,22,Draw/Offense,4,medium
23240026_7_1,6,13,8,Draw/Offense,3,medium
23240026_7_1,6,13,16,Draw/Offense,3,medium
23240026_7_1,6,13,18,Draw/Offense,0,medium
23240026_7_1,6,13,20,Draw/Offense,3,medium
23240026_7_1,6,13,22,Draw/Offense,0,medium
23240026_7_2,3,51,8,Draw/Offense,4,low
23240026_7_2,3,51,16,Takeout,2,low
23240026_7_2,3,51,18,Takeout,3,low
23240026_7_2,3,51,20,Takeout,2,low
23240026_7_2,3,51,22,Draw/Offense,0,low
23240026_7_4,7,37,8,Draw/Offense,3,high
23240026_7_4,7,37,16,Takeout,4,high
23240026_7_4,7,37,18,Takeout,4,high
23240026_7_4,7,37,20,Takeout,4,high
23240026_7_4,7,37,22,Takeout,0,high
23240026_8_1,8,44,8,Draw/Offense,4,high
23240026_8_1,8,44,16,Takeout,4,high
23240026_8_1,8,44,18,Takeout,0,high
23240026_8_1,8,44,20,Takeout,2,high
23240026_8_1,8,44,22,Other,-1,high
23240026_8_3,7,25,8,Draw/Offense,3,very_high
23240026_8_3,7,25,16,Guard/Setup,0,very_high
23240026_8_3,7,25,18,Draw/Offense,4,very_high
23240026_8_3,7,25,20,Draw/Offense,4,very_high
23240026_8_3,7,25,22,Takeout,4,very_high
23240026_8_5,3,43,8,Draw/Offense,4,low
23240026_8_5,3,43,16,Draw/Offense,0,low
23240026_8_5,3,43,18,Draw/Offense,1,low
23240026_8_5,3,43,20,Takeout,2,low
23240026_8_5,3,43,22,Takeout,2,low
23240026_9_1,7,24,8,Draw/Offense,4,high
23240026_9_1,7,24,16,Takeout,4,high
23240026_9_1,7,24,18,Takeout,4,high
23240026_9_1,7,24,20,Draw/Offense,4,high
23240026_9_1,7,24,22,Draw/Offense,4,high
23240026_9_2,6,17,8,Draw/Offense,4,medium
23240026_9_2,6,17,16,Takeout,4,medium
23240026_9_2,6,17,18,Draw/Offense,4,medium
23240026_9_2,6,17,20,Draw/Offense,2,medium
23240026_9_2,6,17,22,Draw/Offense,4,medium
23240026_9_2,7,15,8,Draw/Offense,3,medium
23240026_9_2,7,15,16,Draw/Offense,3,medium
23240026_9_2,7,15,18,Draw/Offense,2,medium
23240026_9_2,7,15,20,Draw/Offense,3,medium
23240026_9_2,7,15,22,Draw/Offense,4,medium
23240026_9_3,6,13,8,Draw/Offense,4,medium
23240026_9_3,6,13,16,Draw/Offense,3,medium
23240026_9_3,6,13,18,Draw/Offense,3,medium
23240026_9_3,6,13,20,Draw/Offense,4,medium
23240026_9_3,6,13,22,Draw/Offense,4,medium
23240026_9_5,5,37,8,Draw/Offense,4,low
23240026_9_5,5,37,16,Draw/Offense,4,low
23240026_9_5,5,37,18,Draw/Offense,4,low
23240026_9_5,5,37,20,Takeout,4,low
23240026_9_5,5,37,22,Draw/Offense,4,low
23240026_10_1,7,25,8,Guard/Setup,4,medium
23240026_10_1,7,25,16,Takeout,3,medium
23240026_10_1,7,25,18,Draw/Offense,3,medium
23240026_10_1,7,25,20,Draw/Offense,3,medium
23240026_10_1,7,25,22,Takeout,0,medium
23240026_10_2,5,22,8,Draw/Offense,3,low
23240026_10_2,5,22,16,Draw/Offense,0,low
23240026_10_2,5,22,18,Draw/Offense,2,low
23240026_10_2,5,22,20,Draw/Offense,2,low
23240026_10_2,5,22,22,Takeout,4,low
23240026_10_4,7,43,8,Draw/Offense,3,medium
23240026_10_4,7,43,16,Draw/Offense,4,medium
23240026_10_4,7,43,18,Draw/Offense,3,medium
23240026_10_4,7,43,20,Draw/Offense,4,medium
23240026_10_4,7,43,22,Draw/Offense,4,medium
23240026_10_4,8,46,8,Guard/Setup,0,high
23240026_10_4,8,46,16,Takeout,4,high
23240026_10_4,8,46,18,Takeout,4,high
23240026_10_4,8,46,20,Takeout,4,high
23240026_10_4,8,46,22,Draw/Offense,0,high
23240026_10_5,7,20,8,Guard/Setup,0,high
23240026_10_5,7,20,16,Takeout,4,high
23240026_10_5,7,20,18,Takeout,1,high
23240026_10_5,7,20,20,Takeout,4,high
23240026_10_5,7,20,22,Takeout,1,high
23240026_11_4,6,13,8,Draw/Offense,3,medium
23240026_11_4,6,13,16,Draw/Offense,3,medium
23240026_11_4,6,13,18,Draw/Offense,4,medium
23240026_11_4,6,13,20,Draw/Offense,4,medium
23240026_11_4,6,13,22,Takeout,4,medium
23240026_11_5,7,16,8,Draw/Offense,3,very_high
23240026_11_5,7,16,16,Takeout,4,very_high
23240026_11_5,7,16,18,Draw/Offense,2,very_high
23240026_11_5,7,16,20,Takeout,4,very_high
23240026_11_5,7,16,22,Takeout,4,very_high
23240026_12_1,7,20,8,Draw/Offense,4,high
23240026_12_1,7,20,16,Takeout,4,high
23240026_12_1,7,20,18,Takeout,0,high
23240026_12_1,7,20,20,Draw/Offense,2,high
23240026_12_1,7,20,22,Takeout,4,high
23240026_12_1,8,44,8,Guard/Setup,0,very_high
23240026_12_1,8,44,16,Takeout,4,very_high
23240026_12_1,8,44,18,Takeout,4,very_high
23240026_12_1,8,44,20,Takeout,2,very_high
23240026_12_1,8,44,22,Takeout,4,very_high
23240026_12_3,7,43,8,Takeout,0,high
23240026_12_3,7,43,16,Takeout,4,high
23240026_12_3,7,43,18,Draw/Offense,2,high
23240026_12_3,7,43,20,Draw/Offense,3,high
23240026_12_3,7,43,22,Takeout,4,high
23240026_12_4,6,19,8,Draw/Offense,4,medium
23240026_12_4,6,19,16,Guard/Setup,3,medium
23240026_12_4,6,19,18,Takeout,4,medium
23240026_12_4,6,19,20,Takeout,4,medium
23240026_12_4,6,19,22,Draw/Offense,4,medium
23240026_12_5,5,46,8,Guard/Setup,4,medium
23240026_12_5,5,46,16,Draw/Offense,1,medium
23240026_12_5,5,46,18,Draw/Offense,3,medium
23240026_12_5,5,46,20,Takeout,4,medium
23240026_12_5,5,46,22,Takeout,4,medium
23240026_13_1,6,13,8,Draw/Offense,4,medium
23240026_13_1,6,13,16,Draw/Offense,2,medium
23240026_13_1,6,13,18,Draw/Offense,0,medium
23240026_13_1,6,13,20,Draw/Offense,3,medium
23240026_13_1,6,13,22,Draw/Offense,4,medium
23240026_13_2,6,16,8,Draw/Offense,4,medium
23240026_13_2,6,16,16,Takeout,4,medium
23240026_13_2,6,16,18,Takeout,4,medium
23240026_13_2,6,16,20,Draw/Offense,4,medium
23240026_13_2,6,16,22,Takeout,4,medium
23240026_13_3,5,15,8,Draw/Offense,2,low
23240026_13_3,5,15,16,Takeout,3,low
23240026_13_3,5,15,18,Takeout,0,low
23240026_13_3,5,15,20,Takeout,4,low
23240026_13_3,5,15,22,Draw/Offense,4,low
23240026_13_4,6,17,8,Draw/Offense,4,medium
23240026_13_4,6,17,16,Takeout,4,medium
23240026_13_4,6,17,18,Takeout,4,medium
23240026_13_4,6,17,20,Takeout,4,medium
23240026_13_4,6,17,22,Takeout,0,medium
23240026_13_4,8,24,8,Guard/Setup,4,high
23240026_13_4,8,24,16,Takeout,4,high
23240026_13_4,8,24,18,Draw/Offense,4,high
23240026_13_4,8,24,20,Draw/Offense,4,high
23240026_13_4,8,24,22,Draw/Offense,0,high
23240026_13_5,7,11,8,Draw/Offense,4,high
23240026_13_5,7,11,16,Takeout,4,high
23240026_13_5,7,11,18,Takeout,4,high
23240026_13_5,7,11,20,Takeout,4,high
23240026_13_5,7,11,22,Takeout,4,high
23240026_14_1,6,43,8,Guard/Setup,0,medium
23240026_14_1,6,43,16,Guard/Setup,2,medium
23240026_14_1,6,43,18,Takeout,3,medium
23240026_14_1,6,43,20,Takeout,2,medium
23240026_14_1,6,43,22,Draw/Offense,1,medium
23240026_14_2,6,19,8,Draw/Offense,4,medium
23240026_14_2,6,19,16,Takeout,4,medium
23240026_14_2,6,19,18,Takeout,4,medium
23240026_14_2,6,19,20,Draw/Offense,4,medium
23240026_14_2,6,19,22,Takeout,4,medium
23240026_14_2,7,46,8,Draw/Offense,4,high
23240026_14_2,7,46,16,Takeout,4,high
23240026_14_2,7,46,18,Takeout,4,high
23240026_14_2,7,46,20,Draw/Offense,4,high
23240026_14_2,7,46,22,Takeout,4,high
23240026_14_3,6,20,8,Guard/Setup,3,medium
23240026_14_3,6,20,16,Draw/Offense,2,medium
23240026_14_3,6,20,18,Draw/Offense,4,medium
23240026_14_3,6,20,20,Guard/Setup,3,medium
23240026_14_3,6,20,22,Draw/Offense,0,medium
23240026_14_4,7,25,8,Draw/Offense,1,very_high
23240026_14_4,7,25,16,Draw/Offense,3,very_high
23240026_14_4,7,25,18,Takeout,3,very_high
23240026_14_4,7,25,20,Takeout,3,very_high
23240026_14_4,7,25,22,Takeout,4,very_high
23240026_14_4,8,44,8,Draw/Offense,4,very_high
23240026_14_4,8,44,16,Takeout,0,very_high
23240026_14_4,8,44,18,Takeout,3,very_high
23240026_14_4,8,44,20,Takeout,4,very_high
23240026_14_4,8,44,22,Draw/Offense,4,very_high
23240026_15_1,5,51,8,Draw/Offense,3,low
23240026_15_1,5,51,16,Takeout,2,low
23240026_15_1,5,51,18,Takeout,2,low
23240026_15_1,5,51,20,Takeout,2,low
23240026_15_1,5,51,22,Draw/Offense,4,low
23240026_15_2,7,18,8,Draw/Offense,2,very_high
23240026_15_2,7,18,16,Takeout,3,very_high
23240026_15_2,7,18,18,Guard/Setup,3,very_high
23240026_15_2,7,18,20,Draw/Offense,0,very_high
23240026_15_2,7,18,22,Draw/Offense,4,very_high
23240026_15_3,7,13,8,Draw/Offense,3,very_high
23240026_15_3,7,13,16,Draw/Offense,4,very_high
23240026_15_3,7,13,18,Draw/Offense,0,very_high
23240026_15_3,7,13,20,Takeout,3,very_high
23240026_15_3,7,13,22,Draw/Offense,4,very_high
23240026_15_5,7,37,8,Draw/Offense,2,very_high
23240026_15_5,7,37,16,Takeout,2,very_high
23240026_15_5,7,37,18,Takeout,4,very_high
23240026_15_5,7,37,20,Takeout,4,very_high
23240026_15_5,7,37,22,Other,9,very_high
23240026_16_2,7,44,8,Guard/Setup,4,medium
23240026_16_2,7,44,16,Draw/Offense,3,medium
23240026_16_2,7,44,18,Draw/Offense,4,medium
23240026_16_2,7,44,20,Draw/Offense,1,medium
23240026_16_2,7,44,22,Draw/Offense,4,medium
23240026_16_3,5,46,8,Draw/Offense,4,low
23240026_16_3,5,46,16,Draw/Offense,3,low
23240026_16_3,5,46,18,Takeout,3,low
23240026_16_3,5,46,20,Takeout,4,low
23240026_16_3,5,46,22,Takeout,4,low
23240026_16_4,5,43,8,Draw/Offense,3,medium
23240026_16_4,5,43,16,Draw/Offense,4,medium
23240026_16_4,5,43,18,Draw/Offense,4,medium
23240026_16_4,5,43,20,Draw/Offense,3,medium
23240026_16_4,5,43,22,Guard/Setup,4,medium
23240026_17_1,6,18,8,Draw/Offense,4,medium
23240026_17_1,6,18,16,Takeout,4,medium
23240026_17_1,6,18,18,Draw/Offense,4,medium
23240026_17_1,6,18,20,Takeout,4,medium
23240026_17_1,6,18,22,Takeout,4,medium
23240026_17_2,6,13,8,Draw/Offense,2,medium
23240026_17_2,6,13,16,Draw/Offense,3,medium
23240026_17_2,6,13,18,Takeout,4,medium
23240026_17_2,6,13,20,Draw/Offense,4,medium
23240026_17_2,6,13,22,Draw/Offense,0,medium
23240026_17_2,7,37,8,Draw/Offense,2,high
23240026_17_2,7,37,16,Takeout,4,high
23240026_17_2,7,37,18,Takeout,4,high
23240026_17_2,7,37,20,Takeout,4,high
23240026_17_2,7,37,22,Takeout,4,high
23240026_17_4,7,15,8,Draw/Offense,3,medium
23240026_17_4,7,15,16,Draw/Offense,3,medium
23240026_17_4,7,15,18,Draw/Offense,3,medium
23240026_17_4,7,15,20,Takeout,4,medium
23240026_17_4,7,15,22,Draw/Offense,4,medium
23240026_17_5,7,51,8,Draw/Offense,3,very_high
23240026_17_5,7,51,16,Draw/Offense,2,very_high
23240026_17_5,7,51,18,Draw/Offense,3,very_high
23240026_17_5,7,51,20,Takeout,4,very_high
23240026_17_5,7,51,22,Draw/Offense,4,very_high
23240026_18_2,6,20,8,Draw/Offense,4,medium
23240026_18_2,6,20,16,Draw/Offense,3,medium
23240026_18_2,6,20,18,Draw/Offense,4,medium
23240026_18_2,6,20,20,Takeout,4,medium
23240026_18_2,6,20,22,Takeout,4,medium
23240026_18_3,7,44,8,Draw/Offense,4,high
23240026_18_3,7,44,16,Takeout,1,high
23240026_18_3,7,44,18,Takeout,4,high
23240026_18_3,7,44,20,Draw/Offense,3,high
23240026_18_3,7,44,22,Takeout,4,high
23240026_18_3,8,43,8,Draw/Offense,0,high
23240026_18_3,8,43,16,Draw/Offense,3,high
23240026_18_3,8,43,18,Guard/Setup,3,high
23240026_18_3,8,43,20,Draw/Offense,1,high
23240026_18_3,8,43,22,Other,-1,high
23240026_18_4,5,22,8,Draw/Offense,3,low
23240026_18_4,5,22,16,Draw/Offense,2,low
23240026_18_4,5,22,18,Takeout,4,low
23240026_18_4,5,22,20,Draw/Offense,2,low
23240026_18_4,5,22,22,Draw/Offense,0,low
23240026_45_1,5,51,8,Draw/Offense,3,medium
23240026_45_1,5,51,16,Takeout,2,medium
23240026_45_1,5,51,18,Takeout,4,medium
23240026_45_1,5,51,20,Draw/Offense,4,medium
23240026_45_1,5,51,22,Draw/Offense,4,medium
23240026_45_2,7,46,8,Draw/Offense,4,very_high
23240026_45_2,7,46,16,Draw/Offense,3,very_high
23240026_45_2,7,46,18,Draw/Offense,3,very_high
23240026_45_2,7,46,20,Takeout,4,very_high
23240026_45_2,7,46,22,Draw/Offense,4,very_high
23240026_46_1,7,37,8,Draw/Offense,4,very_high
23240026_46_1,7,37,16,Guard/Setup,2,very_high
23240026_46_1,7,37,18,Takeout,2,very_high
23240026_46_1,7,37,20,Draw/Offense,3,very_high
23240026_46_1,7,37,22,Takeout,4,very_high
23240026_46_2,7,18,8,Draw/Offense,4,high
23240026_46_2,7,18,16,Takeout,4,high
23240026_46_2,7,18,18,Takeout,3,high
23240026_46_2,7,18,20,Takeout,2,high
23240026_46_2,7,18,22,Takeout,0,high
23240026_48_1,6,18,8,Draw/Offense,2,medium
23240026_48_1,6,18,16,Guard/Setup,4,medium
23240026_48_1,6,18,18,Takeout,1,medium
23240026_48_1,6,18,20,Takeout,1,medium
23240026_48_1,6,18,22,Takeout,2,medium
23240026_49_1,7,19,8,Draw/Offense,4,high
23240026_49_1,7,19,16,Draw/Offense,3,high
23240026_49_1,7,19,18,Draw/Offense,4,high
23240026_49_1,7,19,20,Draw/Offense,4,high
23240026_49_1,7,19,22,Takeout,4,high
24250026_1_2,6,43,8,Draw/Offense,2,medium
24250026_1_2,6,43,16,Takeout,4,medium
24250026_1_2,6,43,18,Draw/Offense,3,medium
24250026_1_2,6,43,20,Draw/Offense,4,medium
24250026_1_2,6,43,22,Takeout,4,medium
24250026_1_2,7,44,8,Draw/Offense,3,medium
24250026_1_2,7,44,16,Takeout,0,medium
24250026_1_2,7,44,18,Takeout,2,medium
24250026_1_2,7,44,20,Draw/Offense,3,medium
24250026_1_2,7,44,22,Draw/Offense,4,medium
24250026_1_3,6,25,8,Guard/Setup,4,medium
24250026_1_3,6,25,16,Draw/Offense,3,medium
24250026_1_3,6,25,18,Takeout,2,medium
24250026_1_3,6,25,20,Takeout,0,medium
24250026_1_3,6,25,22,Draw/Offense,4,medium
